0,127
0.016666667,126
0.033333333,126
0.05,125
0.066666667,125
0.083333333,125
0.1,125
0.116666667,125
0.133333333,125
0.15,125
0.166666667,125
0.183333333,121
0.2,125
0.216666667,131
0.233333333,131
0.25,134
0.266666667,136
0.283333333,137
0.3,138
0.316666667,139
0.333333333,139
0.35,139
0.366666667,138
0.383333333,136
0.4,134
0.416666667,135
0.433333333,136
0.45,137
0.466666667,137
0.483333333,138
0.5,138
0.516666667,137
0.533333333,133
0.55,132
0.566666667,131
0.583333333,131
0.6,131
0.616666667,131
0.633333333,131
0.65,131
0.666666667,131
0.683333333,132
0.7,132
0.716666667,132
0.733333333,132
0.75,133
0.766666667,133
0.783333333,133
0.8,133
0.816666667,133
0.833333333,133
0.85,133
0.866666667,134
0.883333333,136
0.9,136
0.916666667,134
0.933333333,134
0.95,132
0.966666667,131
0.983333333,131
1,133
1.016666667,134
1.033333333,134
1.05,134
1.066666667,133
1.083333333,132
1.1,131
1.116666667,130
1.133333333,130
1.15,130
1.166666667,129
1.183333333,129
1.2,129
1.216666667,129
1.233333333,129
1.25,129
1.266666667,129
1.283333333,129
1.3,130
1.316666667,131
1.333333333,131
1.35,130
1.366666667,129
1.383333333,129
1.4,128
1.416666667,128
1.433333333,128
1.45,130
1.466666667,131
1.483333333,131
1.5,131
1.516666667,131
1.533333333,131
1.55,131
1.566666667,131
1.583333333,131
1.6,131
1.616666667,131
1.633333333,130
1.65,129
1.666666667,129
1.683333333,127
1.7,127
1.716666667,126
1.733333333,126
1.75,125
1.766666667,124
1.783333333,124
1.8,124
1.816666667,124
1.833333333,125
1.85,125
1.866666667,126
1.883333333,126
1.9,126
1.916666667,126
1.933333333,126
1.95,127
1.966666667,127
1.983333333,127
2,127
2.016666667,127
2.033333333,127
2.05,127
2.066666667,127
2.083333333,127
2.1,126
2.116666667,126
2.133333333,126
2.15,126
2.166666667,126
2.183333333,125
2.2,125
2.216666667,125
2.233333333,125
2.25,125
2.266666667,127
2.283333333,127
2.3,127
2.316666667,127
2.333333333,127
2.35,127
2.366666667,127
2.383333333,128
2.4,129
2.416666667,130
2.433333333,130
2.45,130
2.466666667,130
2.483333333,130
2.5,128
2.516666667,127
2.533333333,127
2.55,127
